System Name,NI ,CR,CO,MO,FE,AL,TI,HF,NB,TA,W,V,ZR,CU,MN,C,Stress (Mpa),Temperature,Lattice Misfit,Amount of Gamma Prime,ln(Effective Diffusivity of Gamma Phase),ln(Time to rupture(H)),LMP_K
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,319.1879715,923.15,0.003246282,0.058198599,-4.22E+01,7.932105389,21.6474296
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,298.0039477,923.15,0.003246282,0.058198599,-4.22E+01,8.556577162,21.89784189
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,283.0530892,923.15,0.003246282,0.058198599,-4.22E+01,9.042243081,22.09259323
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,273.5168979,923.15,0.003246282,0.058198599,-4.22E+01,9.389103146,22.23168362
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,317.5159046,973.15,0.00326419,0.000913923,-4.04E+01,5.162171185,21.64878506
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,296.3261014,973.15,0.00326419,0.000913923,-4.04E+01,5.578897893,21.82494098
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,281.4224654,973.15,0.00326419,0.000913923,-4.04E+01,5.995315457,22.00096622
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,262.6758899,973.15,0.00326419,0.000913923,-4.04E+01,6.481290521,22.20639434
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,245.1459007,973.15,0.00326419,0.000913923,-4.04E+01,6.898017229,22.38255026
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,228.7857962,973.15,0.00326419,0.000913923,-4.04E+01,7.314743937,22.55870618
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,217.2790804,973.15,0.00326419,0.000913923,-4.04E+01,7.731161501,22.73473142
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,199.3204947,973.15,0.00326419,0.000913923,-4.04E+01,8.286694064,22.96956243
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,189.2708736,973.15,0.00326419,0.000913923,-4.04E+01,8.633863273,23.11631547
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,179.7515495,973.15,0.00326419,0.000913923,-4.04E+01,9.050280837,23.29234071
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,175.5298456,1023.15,0.036790588,0.000274547,-3.87E+01,5.726668937,23.0117588
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,163.8371632,1023.15,0.036790588,0.000274547,-3.87E+01,6.212644,23.22773974
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,150.2956675,1023.15,0.036790588,0.000274547,-3.87E+01,6.768176563,23.47463397
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,137.8734056,1023.15,0.036790588,0.000274547,-3.87E+01,7.323709126,23.72152821
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,128.6891559,1023.15,0.036790588,0.000274547,-3.87E+01,7.80968419,23.93750915
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,118.0527189,1023.15,0.036790588,0.000274547,-3.87E+01,8.365216753,24.18440338
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,112.1005709,1023.15,0.036790588,0.000274547,-3.87E+01,8.712385961,24.33869511
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,104.6056691,1023.15,0.036790588,0.000274547,-3.87E+01,9.059864315,24.49312422
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,484.9010527,873.15,0.003120057,0.105353052,-4.42E+01,5.051940428,19.38278607
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,460.4683439,873.15,0.003120057,0.105353052,-4.42E+01,5.533077612,19.56527363
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,452.6008128,873.15,0.003120057,0.105353052,-4.42E+01,6.082948679,19.77383085
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,429.7956162,873.15,0.003120057,0.105353052,-4.42E+01,6.701553629,20.00845771
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,415.234168,873.15,0.003120057,0.105353052,-4.42E+01,7.251424696,20.21701493
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,394.3117645,873.15,0.003120057,0.105353052,-4.42E+01,7.870029646,20.45164179
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,387.5745802,873.15,0.003120057,0.105353052,-4.42E+01,8.488634597,20.68626866
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,374.4435781,873.15,0.003120057,0.105353052,-4.42E+01,9.038505664,20.89482587
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,394.3117645,923.15,0.003246282,0.058198599,-4.22E+01,4.639537128,20.32711443
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,374.4435781,923.15,0.003246282,0.058198599,-4.22E+01,5.120674311,20.52004975
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,361.7574535,923.15,0.003246282,0.058198599,-4.22E+01,5.601811495,20.71298507
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,355.5764899,923.15,0.003246282,0.058198599,-4.22E+01,6.082948679,20.9059204
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,337.6600578,923.15,0.003246282,0.058198599,-4.22E+01,6.564085862,21.09885572
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,320.6463808,923.15,0.003246282,0.058198599,-4.22E+01,7.113956929,21.31935323
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,309.7829018,923.15,0.003246282,0.058198599,-4.22E+01,7.663827996,21.53985075
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,294.1738711,923.15,0.003246282,0.058198599,-4.22E+01,8.213699063,21.76034826
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,284.2072791,923.15,0.003246282,0.058198599,-4.22E+01,8.694836247,21.95328358
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,274.5783546,923.15,0.003246282,0.058198599,-4.22E+01,9.107239547,22.11865672
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,289.1476362,935,0.003259227,0.045507258,-4.18E+01,6.932443128,21.51502488
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,279.3513326,935,0.003259227,0.045507258,-4.18E+01,7.361754209,21.68935323
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,265.2756574,935,0.003259227,0.045507258,-4.18E+01,7.862617173,21.89273632
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,247.6051093,935,0.003259227,0.045507258,-4.18E+01,8.363480112,22.0961194
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,235.1290309,935,0.003259227,0.045507258,-4.18E+01,8.93589491,22.32855721
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,223.2815847,935,0.003259227,0.045507258,-4.18E+01,9.508309708,22.56099502
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,212.0310958,935,0.003259227,0.045507258,-4.18E+01,10.00917267,22.76437811
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,194.5258452,935,0.003259227,0.045507258,-4.18E+01,10.58158747,22.99681592
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,184.7242717,935,0.003259227,0.045507258,-4.18E+01,11.15400227,23.22925373
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,208.4083467,945,0.003265843,0.034388555,-4.14E+01,8.990319205,22.58970149
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,197.9072756,945,0.003265843,0.034388555,-4.14E+01,9.436907606,22.77298507
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,184.7242717,945,0.003265843,0.034388555,-4.14E+01,9.809064615,22.92572139
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,175.41657,945,0.003265843,0.034388555,-4.14E+01,10.25565304,23.10900498
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,163.7317175,945,0.003265843,0.034388555,-4.14E+01,10.62781003,23.26174129
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,155.4817676,945,0.003265843,0.034388555,-4.14E+01,10.99996703,23.41447761
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,142.6452198,945,0.003265843,0.034388555,-4.14E+01,11.52098685,23.62830846
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,130.8684551,945,0.003265843,0.034388555,-4.14E+01,12.11643806,23.87268657
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,122.1510426,945,0.003265843,0.034388555,-4.14E+01,12.63745785,24.08651741
Nimonic PE 16,0.435,0.165,0.01,0.033,0.3286,0.012,0.012,,,,,,0.0003,0.0025,0.001,0.0006,112.0662737,945,0.003265843,0.034388555,-4.14E+01,13.15847767,24.30034826
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,121.5441554,810.9277778,0.007381968,0.285551669,-4.52E+01,4.026669484,17.64066116
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,122.0521432,810.9277778,0.007381968,0.285551669,-4.52E+01,4.23596956,17.71438943
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,124.0875267,810.9277778,0.007381968,0.285551669,-4.52E+01,5.074584055,18.00980068
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,124.5966586,810.9277778,0.007381968,0.285551669,-4.52E+01,5.284355528,18.08369501
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,125.4112696,810.9277778,0.007381968,0.285551669,-4.52E+01,5.619989884,18.20192593
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,127.5507677,810.9277778,0.007381968,0.285551669,-4.52E+01,6.501501466,18.51244815
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,127.4466531,810.9277778,0.007381968,0.285551669,-4.52E+01,6.458604379,18.49733717
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,127.5450472,810.9277778,0.007381968,0.285551669,-4.52E+01,6.499144484,18.51161788
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,148.6375513,1005.372222,0.004778686,0.2585012,-3.83E+01,3.34738703,21.57293923
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,148.8886065,1005.372222,0.004778686,0.2585012,-3.83E+01,3.430824222,21.60937685
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,149.1410801,1005.372222,0.004778686,0.2585012,-3.83E+01,3.514732811,21.64602034
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,149.2673169,1005.372222,0.004778686,0.2585012,-3.83E+01,3.556687106,21.66434208
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,149.6460274,1005.372222,0.004778686,0.2585012,-3.83E+01,3.68254999,21.71930731
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,149.7722642,1005.372222,0.004778686,0.2585012,-3.83E+01,3.724504284,21.73762906
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,150.0247378,1005.372222,0.004778686,0.2585012,-3.83E+01,3.808412873,21.77427254
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,150.2772115,1005.372222,0.004778686,0.2585012,-3.83E+01,3.892321462,21.81091603
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,150.5311035,1005.372222,0.004778686,0.2585012,-3.83E+01,3.976701448,21.84776538
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,150.6573403,1005.372222,0.004778686,0.2585012,-3.83E+01,4.018655743,21.86608712
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,150.9098139,1005.372222,0.004778686,0.2585012,-3.83E+01,4.102564332,21.90273061
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,151.1608692,1005.372222,0.004778686,0.2585012,-3.83E+01,4.186001524,21.93916824
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,151.4133428,1005.372222,0.004778686,0.2585012,-3.83E+01,4.269910113,21.97581172
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,151.1537772,1005.372222,0.004778686,0.2585012,-3.83E+01,4.183644541,21.93813893
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,151.533906,1005.372222,0.004778686,0.2585012,-3.83E+01,4.309978822,21.99331002
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,151.6658164,1005.372222,0.004778686,0.2585012,-3.83E+01,4.353818702,22.01245521
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,151.91829,1005.372222,0.004778686,0.2585012,-3.83E+01,4.437727292,22.0490987
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,152.0445269,1005.372222,0.004778686,0.2585012,-3.83E+01,4.479681586,22.06742044
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,152.2970005,1005.372222,0.004778686,0.2585012,-3.83E+01,4.563590175,22.10406393
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,152.6757109,1005.372222,0.004778686,0.2585012,-3.83E+01,4.689453059,22.15902916
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,152.8019477,1005.372222,0.004778686,0.2585012,-3.83E+01,4.731407353,22.17735091
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,153.1806582,1005.372222,0.004778686,0.2585012,-3.83E+01,4.857270237,22.23231614
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,153.4331318,1005.372222,0.004778686,0.2585012,-3.83E+01,4.941178826,22.26895962
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,153.8118423,1005.372222,0.004778686,0.2585012,-3.83E+01,5.06704171,22.32392486
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,154.5692631,1005.372222,0.004778686,0.2585012,-3.83E+01,5.318767477,22.43385532
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,156.9677626,1005.372222,0.004778686,0.2585012,-3.83E+01,6.115899074,22.78196845
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,139.1669534,1005.372222,0.004778686,0.2585012,-3.83E+01,0.199872145,20.19839672
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,177.3119126,1199.816667,0.000665922,0.178257588,-3.38E+01,3.328531167,25.73467526
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,178.8200777,1199.816667,0.000665922,0.178257588,-3.38E+01,3.748545509,25.95356716
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,180.1657469,1199.816667,0.000665922,0.178257588,-3.38E+01,4.123305781,26.14887474
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,182.5693322,1199.816667,0.000665922,0.178257588,-3.38E+01,4.792688907,26.49772602
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,183.1702286,1199.816667,0.000665922,0.178257588,-3.38E+01,4.960034689,26.58493883
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,180.7797505,1255.372222,-0.000537732,0.129020933,-3.27E+01,2.066602554,26.23798991
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,184.7096657,1255.372222,-0.000537732,0.129020933,-3.27E+01,3.112631539,26.80836948
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,185.024909,1255.372222,-0.000537732,0.129020933,-3.27E+01,3.196540128,26.85412323
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,186.4364198,1255.372222,-0.000537732,0.129020933,-3.27E+01,3.572243193,27.05898691
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,187.2227571,1255.372222,-0.000537732,0.129020933,-3.27E+01,3.781543269,27.17311424
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,187.3839208,1255.372222,-0.000537732,0.129020933,-3.27E+01,3.824440357,27.1965052
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,189.8934701,1255.372222,-0.000537732,0.129020933,-3.27E+01,4.492409293,27.56073587
Rene 41,0.5531,0.19,0.11,0.1,,0.015,0.031,,,,,,,,,0.0009,190.2087134,1255.372222,-0.000537732,0.129020933,-3.27E+01,4.576317883,27.60648961
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,869.8048888,1033.15,0.000589663,0.374683444,-3.79E+01,-0.061685953,20.6389838
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,828.8527146,1033.15,0.000589663,0.374683444,-3.79E+01,0.267101708,20.78653416
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,789.8286516,1033.15,0.000589663,0.374683444,-3.79E+01,0.595889368,20.93408451
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,740.9282586,1033.15,0.000589663,0.374683444,-3.79E+01,1.143256535,21.179727
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,694.649234,1033.15,0.000589663,0.374683444,-3.79E+01,1.527148273,21.35200647
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,651.387751,1033.15,0.000589663,0.374683444,-3.79E+01,1.965531821,21.54874028
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,610.820514,1033.15,0.000589663,0.374683444,-3.79E+01,2.403915368,21.74547409
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,572.6681325,1033.15,0.000589663,0.374683444,-3.79E+01,2.787807106,21.91775355
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,528.4398365,1033.15,0.000589663,0.374683444,-3.79E+01,3.335786541,22.16367081
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,554.6571986,1033.15,0.000589663,0.374683444,-3.79E+01,3.06149069,22.0405748
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,503.65795,1033.15,0.000589663,0.374683444,-3.79E+01,3.719066011,22.33567551
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,480.038243,1033.15,0.000589663,0.374683444,-3.79E+01,4.102345481,22.50768021
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,450.1423398,1033.15,0.000589663,0.374683444,-3.79E+01,4.540729029,22.70441401
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,422.026057,1033.15,0.000589663,0.374683444,-3.79E+01,4.924620767,22.87669348
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,402.2345858,1033.15,0.000589663,0.374683444,-3.79E+01,5.307900237,23.04869818
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,377.1106631,1033.15,0.000589663,0.374683444,-3.79E+01,5.691791975,23.22097764
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,353.6249012,1033.15,0.000589663,0.374683444,-3.79E+01,6.130175523,23.41771145
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,336.9755253,1033.15,0.000589663,0.374683444,-3.79E+01,6.458963183,23.56526181
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,321.1726115,1033.15,0.000589663,0.374683444,-3.79E+01,6.842242654,23.7372665
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,428.4892699,1144.261111,-0.000548884,0.318557969,-3.53E+01,-0.03535845,22.87131482
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,415.0937674,1144.261111,-0.000548884,0.318557969,-3.53E+01,0.292816944,23.0344265
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,389.0908256,1144.261111,-0.000548884,0.318557969,-3.53E+01,0.622216872,23.19814679
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,358.9006753,1144.261111,-0.000548884,0.318557969,-3.53E+01,1.061212687,23.41633909
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,336.4178675,1144.261111,-0.000548884,0.318557969,-3.53E+01,1.390612615,23.58005939
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,315.3434624,1144.261111,-0.000548884,0.318557969,-3.53E+01,1.720012543,23.74377968
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,295.646835,1144.261111,-0.000548884,0.318557969,-3.53E+01,2.103904281,23.93458382
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,277.1264715,1144.261111,-0.000548884,0.318557969,-3.53E+01,2.433304209,24.09830412
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,259.7662891,1144.261111,-0.000548884,0.318557969,-3.53E+01,2.762704138,24.26202442
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,247.4877378,1144.261111,-0.000548884,0.318557969,-3.53E+01,3.036999989,24.39835656
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,232.0294381,1144.261111,-0.000548884,0.318557969,-3.53E+01,3.420891727,24.5891607
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,217.4942934,1144.261111,-0.000548884,0.318557969,-3.53E+01,3.750291655,24.752881
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,200.6576748,1144.261111,-0.000548884,0.318557969,-3.53E+01,4.24377928,24.99815713
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,185.0522782,1144.261111,-0.000548884,0.318557969,-3.53E+01,4.628283285,25.18926559
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,173.5275609,1144.261111,-0.000548884,0.318557969,-3.53E+01,5.066666833,25.40715357
Udimet 500,0.5767,0.19,0.12,0.04,0.0025,0.03,0.03,,,,0.01,,,,,0.0008,157.4493984,1144.261111,-0.000548884,0.318557969,-3.53E+01,5.506274915,25.62565017
